,Property_ID,Property_Name,Property_Type,Property_Purpose,Baths,Bedrooms,City,Property_Location,Area,Area_Name,Properity_Price,Date_Added
2478,House 34750226,5 Marla House For Rent,House,For Rent,4,3,Lahore,"DHA 11 Rahbar, Lahore, Punjab",5 ,DHA 11 Rahbar,60000,22/12/2022
2479,House 43184044,7 Marla Beautiful House Available For Rent In Dha Phase 6,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",7 ,DHA Defence,200000,28/12/2022
2480,House 43183981,5 MARLA DESIGNER HOUSE FOR RENT GOOD LOCATION DHA TOWN,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,65000,28/12/2022
2481,House 43183982,5 MARLA DESIGNER HOUSE FOR RENT GOOD LOCATION DHA TOWN,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,65000,28/12/2022
2482,House 43183995,1 Kanal House For Rent Dha Phase1,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,28/12/2022
2483,House 43183953,newly Build 10 Marla Full House Located at DHA Phase 4 Lahore for Rent,House,For Rent,4,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,28/12/2022
2484,House 43138355,2 Kanal Grand Luxury Beautiful Fabulous House For Rent,House,For Rent,8,8,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,400000,28/12/2022
2485,House 43021905,10 Marla Beautiful Family Slightly Used House For Rent,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,28/12/2022
2486,House 43139927,10 Marla Grand Luxury Beautiful Fabulous full House For Rent,House,For Rent,4,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,28/12/2022
2487,Flat 43005314,13 Marla Luxury 4 Bedrooms beautiful Apartment is Available for Rent In Askri 11 Lahore,Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",13 ,Askari,79000,1 week
2488,Flat 43005240,13 Marla 4 Bedrooms Luxury Apartment is Available for Rent In Askri 11 Lahore,Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",13 ,Askari,78000,1 week
2489,Flat 43005235,Luxury 4 Bedrooms beautiful Apartment is Available for Rent In Askri 11 Lahore,Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",13 ,Askari,77000,1 week
2490,Flat 43005234,13 Marla Luxury 4 Bedrooms beautiful Apartment is Available for Rent In Askri 11 Lahore,Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",13 ,Askari,76000,1 week
2491,Flat 43005233,Luxury 4 Bedrooms Beautiful Apartment Is Available For Rent In Askri 11 Lahore,Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",13 ,Askari,75000,1 week
2492,Flat 40823269,10 Marla 3 Bed Flat Available For Rent,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,72000,1 week
2493,Flat 43004437,Fully Furnished Apartment For Rent,Flat,For Rent,2,2,Lahore,"Airport Road, Lahore, Punjab",4 ,Airport Road,200000,1 week
2494,Flat 43003941,Fully Furnished Balcony Flat For Rent H3 Block Bachelor And Family Ready To Same,Flat,For Rent,1,1,Lahore,"Johar Town, Lahore, Punjab",1.8 ,Johar Town,26000,1 week
2495,Flat 38741206,Luxury Furnished Independent Apartment In Mall Of Lahore For Rent,Flat,For Rent,3,3,Lahore,"Cantt, Lahore, Punjab",12.4 ,Cantt,200000,1 week
2496,Flat 42399878,Fully Furnished And Independent Apartment Flat For Rent.,Flat,For Rent,2,2,Lahore,"Airport Road, Lahore, Punjab",5.3 ,Airport Road,200000,1 week
2497,Flat 42935689,10 Marla Flat In Rehman Gardens Is Best Option,Flat,For Rent,3,3,Lahore,"Rehman Gardens, Lahore, Punjab",10 ,Rehman Gardens,55000,1 week
2498,Flat 34917980,Askari 10 Apartment For Rent,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,75000,1 week
2499,Flat 37815904,"Facing Airport View Lush Green Garden Brand New Apartment Available For Rent With 3-bedrooms, Drawing, Dinning And Tv Lounge Etc",Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,85000,1 week
2500,Flat 39294865,Facing Airport 3 Beds Brand New Apartment For Rent In Askari 10,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,78000,1 week
2501,Flat 39294949,3 Bedrooms Open View Luxury Apartment For Rent In Askari 10 Sector F,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,1 week
2502,Flat 39396318,4 Beds Brand New Luxury Apartment For Rent In Sector F Askari 10 Lahore,Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,200000,1 week
2503,Flat 39416021,Facing Airport 3 Beds Good Looking Apartment For Rent In Askari 10,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,75000,1 week
2504,Flat 39706377,3 Beds Good Location Apartment For Rent In Sector F Askari 10,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,82000,1 week
2505,Flat 42688466,Ideal Location 3 Bed Apartment,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,90000,1 week
2506,Flat 42973479,1 Bed Luxury Furnished Flat Available For Rent In Bahria Town Lahore.,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.4 ,Bahria Town,37000,1 week
2507,Flat 42444734,10 MARLA FLAT FOR RENT IN ASKARI-11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,1 week
2508,Flat 42998898,New Design 1st Floor Apartment For Rent In Askari 11 Sector B,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,1 week
2509,Flat 42998523,1 Bed Brand New Apartment For Rent Near Grand Masjid,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,30000,1 week
2510,Flat 42998310,Well Maintained 1st Floor Apartment For Rent In Askari 11 - Sector B Apartments,Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,85000,1 week
2511,Flat 42893797,1 Bed Brand New Non Furnished Flat Available for Rent,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,27000,1 week
2512,House 43059989,sale A House In Lahore Prime Location,House,For Sale,4,3,Lahore,"DHA 11 Rahbar, Lahore, Punjab",5 ,DHA 11 Rahbar,30000000,22/12/2022
2513,House 43071532,10 MARLA OLD HOUSE FOR SALE IN GULBERG ORIGINAL PICS PRIME LOCATION BEST INVESTMENT,House,For Sale,4,4,Lahore,"Gulberg, Lahore, Punjab",10 ,Gulberg,30000000,22/12/2022
2514,House 42717030,5 Marla House Double Story for Sale in Bahria Orchard LAHORE PHASE 2,House,For Sale,5,3,Lahore,"Bahria Orchard, Lahore, Punjab",5 ,Bahria Orchard,20000000,22/12/2022
2515,House 42974635,Aesthetically Designed European Bungalow For Sale,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,22/12/2022
2516,House 43036614,8 Marla Prime Location House Available For Sale,House,For Sale,5,5,Lahore,"Bahria Nasheman, Lahore, Punjab",8 ,Bahria Nasheman,30000000,22/12/2022
2517,House 11163751,8 Marla Double Storey House Arslan Block Phase 2 For Sale Sa Garden Phase 2,House,For Sale,5,5,Lahore,"GT Road, Lahore, Punjab",8 ,GT Road,20000000,1 week
2518,House 42977191,10 Marla Brand New Luxury House For Sale In Overseas B Ext Bahria Town Lahore Hot Location,House,For Sale,6,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,40000000,1 week
2519,House 42999998,1 Kanal House For Sale In Rachna Block Lda Approved,House,For Sale,4,3,Lahore,"Chinar Bagh, Lahore, Punjab",20.0,Chinar Bagh,30000000,1 week
2520,House 42998704,5 Marla Brand New House For Sale In Bahria Town Lahore,House,For Sale,5,3,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,20000000,1 week
2521,House 42820345,5 Marla Luxury House For Sale In Bahria Town Lahore,House,For Sale,5,3,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,20000000,1 week
2522,House 42995828,MOST BEAUTIFUL HOUSE FOR SALE IN DHA 9TOWN AT HOT LOCATION,House,For Sale,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,28/12/2022
2523,House 42739257,1 KANAL SPANISH DESIGNER BRAND NEW HOUSE NEAR DHA RAYA FOR SALE,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,28/12/2022
2524,House 41424638,Modern Edge 2 Kanal Beautiful House For Sale in DHA Phase 6,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,350000000,1 day
2525,House 42648564,1 Kanal Cost To Cost Deal In Dha Phase 6 Lahore,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,1 day
2526,House 42502113,1 kanal Victory Bungalow For Sale In DHA Phase 7,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,60000000,1 day
2527,House 42260021,Dha Phase 7 House Sized 4500 Square Feet For Sale,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,1 day
2528,House 40799919,Double Height Lobby 1 Kanal Villa Near Park For Sale In Dha Phase 6,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,1 day
2529,House 42853728,3.5 Marla House For sale In Cavalry Ground,House,For Sale,4,3,Lahore,"Cavalry Ground, Lahore, Punjab",3.5 ,Cavalry Ground,20000000,28/12/2022
2530,House 42853818,House Is Available For sale In Cavalry Ground,House,For Sale,4,3,Lahore,"Cavalry Ground, Lahore, Punjab",3 ,Cavalry Ground,20000000,28/12/2022
2531,House 42853824,Reserve A Centrally Located House Of 3.5 Marla In Cavalry Ground,House,For Sale,4,3,Lahore,"Cavalry Ground, Lahore, Punjab",3.5 ,Cavalry Ground,20000000,28/12/2022
2532,House 43039345,Get In Touch Now To Buy A 3 Marla House In Vital Homes Housing Scheme,House,For Sale,4,3,Lahore,"Vital Homes Housing Scheme, Lahore, Punjab",3 ,Vital Homes Housing Scheme,9500000,28/12/2022
2533,House 43039351,5 Marla House Is Available For sale In Pak Arab Society Phase 2 - Block E,House,For Sale,4,3,Lahore,"Pak Arab Housing Society, Lahore, Punjab",5 ,Pak Arab Housing Society,20000000,28/12/2022
2534,House 43039373,House Of 5 Marla Is Available For sale,House,For Sale,4,3,Lahore,"Shadab Garden, Lahore, Punjab",5 ,Shadab Garden,20000000,28/12/2022
2535,House 43039375,3 Marla House Available In Shadab Garden For sale,House,For Sale,4,3,Lahore,"Shadab Garden, Lahore, Punjab",3 ,Shadab Garden,9000000,28/12/2022
2536,House 43039379,3 Marla Spacious House Available In Pak Arab Housing Society For sale,House,For Sale,4,3,Lahore,"Pak Arab Housing Society, Lahore, Punjab",3 ,Pak Arab Housing Society,9500000,28/12/2022
2537,House 42604704,Idyllic House Available In DHA Phase 2 For rent,House,For Rent,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,30/11/2022
2538,House 42604705,1 Kanal House Is Available For rent In DHA Phase 1,House,For Rent,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,30/11/2022
2539,House 42604708,"Reasonably-Priced 1 Kanal House In DHA Phase 4, Lahore Is Available As Of Now",House,For Rent,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,30/11/2022
2540,House 42494954,10 Marla Elegant House In Phase 5 For Rent,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,30/11/2022
2541,House 42452285,9000 Square Feet House In Beautiful Location Of Dha Phase 3 - Block Z In Lahore,House,For Rent,9,8,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,600000,30/11/2022
2542,House 42599033,1 KANAL HOUSE FOR RENT IN DHA,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,30/11/2022
2543,House 42593840,5 Marla As Like Brand New Designer House For Rent Hot Location Cheapest Offer,House,For Rent,4,4,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,75000,30/11/2022
2544,House 41933626,Brand New One Kanal Ultra Modern Luxurious Bungalow Situated AT Most Prime Location,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,30/11/2022
2545,House 42578811,"Brand New 17 Marla 5 beds Brigadier House on Main Boulevard available for rent in Askari 10, Lahore.",House,For Rent,6,5,Lahore,"Askari, Lahore, Punjab",17 ,Askari,200000,30/11/2022
2546,House 42484898,1 Kanal House For rent In The Perfect Location Of DHA Phase 1,House,For Rent,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,30/11/2022
2547,House 42484900,1 Kanal House In Beautiful Location Of DHA Phase 1 In Lahore,House,For Rent,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,30/11/2022
2548,House 42484899,House Of 1 Kanal For rent In DHA Phase 1,House,For Rent,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,30/11/2022
2549,House 42206206,1 Kanal Brand New  Out Class Location Near Macdonald's,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,22/12/2022
2550,House 42201579,Kanal Brand New House Out Class Location Near Macdonald's,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,400000,22/12/2022
2551,House 43061111,Kanal Beautiful House Phase 5 Near Jalal Sons,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,22/12/2022
2552,House 43072655,Kanal Brand New House For Mazhar Munir For Rent,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,22/12/2022
2553,House 16994437,Kanal Brand New Fully Furnished Outstanding Luxurious Stunning Home For Rent In Dha Lahore Pakistan,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,400000,22/12/2022
2554,House 41368988,5 Marla Full Furnished House For Available Rent In Bahria Town,House,For Rent,4,3,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,100000,28/12/2022
2555,House 43183905,5 Marla Luxury House Available For Rent In Dha 9 Town,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,56000,28/12/2022
2556,House 41544569,5 Marla Brand New House For Rent In Shershah Block .,House,For Rent,3,3,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,65000,28/12/2022
2557,House 41699516,1 Kanal Fully Furnished Brand New House For Rent,House,For Rent,5,5,Lahore,"Bahria Town, Lahore, Punjab",20.0,Bahria Town,200000,28/12/2022
2558,House 42130958,"2 Kanal House Available For Rent Suitable For Offices Software House, Collage Etc",House,For Rent,8,8,Lahore,"Garden Town, Lahore, Punjab",40.0,Garden Town,500000,28/12/2022
2559,House 43183731,Luxuries 10 Marla Full House Located at DHA Phase 4 Lahore for Rent,House,For Rent,4,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,28/12/2022
2560,House 43183618,Facing Park 10 Marla Semi Furnished House With Excellent Front View Available For Rent Near By Commercial Market And Near By H Park,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,28/12/2022
2561,House 43183554,1 kanal Luxury Full House Located at DHA Phase 4 Lahore for Rent,House,For Rent,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
2562,Flat 42888725,1 Bed Brand New Non Furnished Flat Available for Rent,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,27000,1 week
2563,Flat 42866333,1 bedroom fully furnished apartment for rent bahria town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",3 ,Bahria Town,46000,1 week
2564,Flat 42866185,1 bedroom fully furnished apartment for rent bahria town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",3 ,Bahria Town,48000,1 week
2565,Flat 23169570,1 Bedroom Vip Full Furnished Flat For Rent In Bharia Town Lahore,Flat,For Rent,2,1,Lahore,"Bahria Town, Lahore, Punjab",2.8 ,Bahria Town,50000,1 week
2566,Flat 42994875,10 MARLA 3 BEDROOMS AND ONE OF THE BEST LIVING AREA AVAILABLE FOR RENT,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,1 week
2567,Flat 42994436,1 Bedroom Luxury Furnished Facing Eiffel Tower Apartment Available For Rent In Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.5 ,Bahria Town,45000,1 week
2568,Flat 42993904,10 Marla 3 Bed Apartment Is Available For Rent In Askari 11 Lahore,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,1 week
2569,Flat 42436655,1 Bed Non Furnished New Flat Available For Rent,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",3.3 ,Bahria Town,32000,1 week
2570,Flat 42990840,A Great Choice For A 510 Square Feet Flat Available In Sheranwala Heights,Flat,For Rent,1,1,Lahore,"Main Canal Bank Road, Lahore, Punjab",2.3 ,Main Canal Bank Road,33000,1 week
2571,Flat 42857966,10 MARLA 3 BEDROOM APARTMENT FOR RENT IN ASKARI 11 Lahore,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,83000,1 week
2572,Flat 42646106,Paramount Property Solution Offering  Apartment For Rent In Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,88000,1 week
2573,Flat 42646996,PARAMOUNT PROPERTY SOLUTION OFFERING  APARTMENT FOR RENT IN ASKARI 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,70000,1 week
2574,Flat 42641132,PARAMOUNT PROPERTY SOLUTION OFFERING  APARTMENT FOR RENT IN ASKARI 11,Flat,For Rent,3,-,Lahore,"Askari, Lahore, Punjab",10 ,Askari,68000,1 week
2575,Flat 42641605,PARAMOUNT PROPERTY SOLUTION OFFERING  APARTMENT FOR RENT IN ASKARI 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,87000,1 week
2576,Flat 42641738,PARAMOUNT PROPERTY SOLUTION OFFERING BRAND NEW APARTMENT FOR RENT IN ASKARI 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,1 week
2577,Flat 42638774,Paramount Property Solution Offering Old Building Apartment For Rent In Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,85000,1 week
2578,Flat 42638450,Paramount Property Solution Offering Old Building's Apartment For Rent In Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,75000,1 week
2579,Flat 42514095,Paramount Property Solution Offering Apartment For Rent In Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,73000,1 week
2580,Flat 42516120,PARAMOUNT PROPERTY SOLUTION OFFER APARTMENT FOR RENT IN ASKARI 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,70000,1 week
2581,Flat 42511840,Paramount Property Solution Offering Apartment For Rent In Askari 11 Lahore.,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,1 week
2582,Flat 42510896,Paramount Property Solution Offering Apartment For Rent In Askari 11 Lahore.,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,78000,1 week
2583,Flat 42510246,Paramount Property Solution Offering Apartment For Rent In Askari 11 Lahore.,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,85000,1 week
2584,Flat 42420118,Paramount Property Solutions 10 Marla 3 Bedroom Apartment for Rent in Askari 11 Lahore.,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,1 week
2585,Flat 42419592,Paramount Property Solutions 10 Marla 3 Bedroom Apartment For Rent In Askari 11 Lahore.,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,70000,1 week
2586,Flat 42416819,Paramount Property Solution 10 Marla 3 Bedroom Apartment for Rent in Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,85000,1 week
2587,Flat 42429717,2 Bed Room Golf View,Flat,For Sale,3,2,Lahore,"DHA Defence, Lahore, Punjab",7.4 ,DHA Defence,40000000,25/12/2022
2588,Flat 42898762,10 Marla Flat For Sale,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,22/12/2022
2589,Flat 42694230,"One Bedrooms With Attached Bath, Kitchen, Tvl, Flat On 4th Floor",Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.9 ,Bahria Town,6500000,1 week
2590,Flat 42902744,A Flat Of 10 Marla 4th Floor Available For Sale,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,14/12/2022
2591,Flat 42902665,A Flat Of 10 Marla Ground Floor Available For Sale,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,14/12/2022
2592,Flat 42547868,A Flat Of 10 Marla Available For Sale,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,14/12/2022
2593,Flat 42846512,Brand New One Bed Flat Available For Sale In Sector C Bahria Town Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.1 ,Bahria Town,6200000,14/12/2022
2594,Flat 42625875,Townhouse Flat For Sale In Icon Valley Phase 2,Flat,For Sale,2,2,Lahore,"Raiwind Road, Lahore, Punjab",4.1 ,Raiwind Road,6900000,07/12/2022
2595,Flat 42563639,5 Marla Flat Available For Sale Very Good Condition In Bahria Emc Lahore,Flat,For Sale,2,1,Lahore,"Bahria Education & Medical City, Lahore, Punjab",5 ,Bahria Education & Medical City,4000000,30/11/2022
2596,Flat 43107426,H&S Hotels Flat For Sale,Flat,For Sale,1,1,Lahore,"Gulberg, Lahore, Punjab",1.8 ,Gulberg,9900000,26/12/2022
2597,Flat 42665542,Times Square Mall & Residencia Flat For Sale,Flat,For Sale,-,1,Lahore,"Bahria Orchard, Lahore, Punjab",1.9 ,Bahria Orchard,6100000,25/12/2022
2598,Flat 42899334,1 Bed Room At 10th Floor,Flat,For Sale,2,1,Lahore,"DHA Defence, Lahore, Punjab",5.3 ,DHA Defence,40000000,25/12/2022
2599,Flat 42504770,5 Marla Flat Upper Floor Structure For Sale,Flat,For Sale,1,2,Lahore,"Khayaban-e-Amin, Lahore, Punjab",5 ,Khayaban-e-Amin,1500000,24/12/2022
2600,Flat 38718669,2 Bed Luxurious Apartments Available For Sale On Instalment In Bahria Town,Flat,For Sale,2,2,Lahore,"Bahria Town, Lahore, Punjab",4.3 ,Bahria Town,20000000,1 day
2601,Flat 41409510,10 Marla 92 Model 3 Bedrooms Ground Floor Renovated Flat Available For Sale Located In Askari 1 Sarfraz Rafique Road Lahore Cantt,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 day
2602,Flat 41539787,10 Marla 3 Bedrooms Renovated Ground Floor Apartment Available For Sale Located In Askari 5 Gulberg 3 Near To Kalma Chowk Lahore Cantt,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,1 day
2603,Flat 42145691,11 Marla 3 Bedrooms Sixth Floor Apartment Available For Sale In New Blocks Located In Sector B Askari 11 Near Dha Phase 5 Lahore,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",11 ,Askari,40000000,1 day
2604,Flat 42145809,11 Marla 3 Bedrooms Fifth Floor Apartment Available For Sale In New Blocks Located In Sector F Askari 10 New Airport Road Lahore,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",11 ,Askari,40000000,1 day
2605,Flat 42452751,10 Marla 3 Bedrooms Fourth Floor Apartment Available For Sale In New Blocks Located In Sector F Askari 10 New Airport Road Lahore,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,1 day
2606,House 40192222,8 Marla Fascinating House For Sale In Valencia Town,House,For Sale,6,5,Lahore,"Valencia Housing Society, Lahore, Punjab",8 ,Valencia Housing Society,40000000,1 week
2607,House 42865344,Golden Offer In Dha Phase 6 - 10 Marla Luxury House Ready For Sale Peace Full Environment 100 Secure For Best Living Style,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,70000000,1 week
2608,House 42967778,Defence 5 Marla Brand New Spanish Style Luxury Bungalow Ideal Location,House,For Sale,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,1 week
2609,House 23767460,Superb 1 Kanal House Is For Sale In Dha Lahore,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,1 week
2610,House 39171141,Most Contemporary Design 2 Kanal Luxury Palace,House,For Sale,7,6,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,220000000,1 week
2611,House 42671007,5 Marla Luxury House For Sale In Bahria Town Lahore,House,For Sale,4,3,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,20000000,1 week
2612,House 42793978,Kanal Prime location Spanish Bungalow for sale,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,90000000,1 week
2613,House 42491640,Ready To Buy A Prime Location House In Wapda Town Phase 1 - Block F2 Lahore,House,For Sale,8,7,Lahore,"Wapda Town, Lahore, Punjab",10 ,Wapda Town,50000000,1 week
2614,House 42993336,"5 Marla House For Sale In Sector D Bahria Town,Lahore",House,For Sale,4,3,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,20000000,1 week
2615,House 42760718,10 Marla House For Sale Wapda Town F2 Block.,House,For Sale,4,4,Lahore,"Wapda Town, Lahore, Punjab",10 ,Wapda Town,30000000,1 week
2616,House 43159173,Most Elegant Kanal Brand New Modern Design Bungalow for Sale At Prime Location in DHA 7,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,28/12/2022
2617,House 37821605,5 Marla Most Beautiful Design Bungalow For Sale,House,For Sale,4,3,Lahore,"State Life Housing Society, Lahore, Punjab",5 ,State Life Housing Society,20000000,28/12/2022
2618,House 43125043,Top Notch Style 1 Kanal House For Sale in State Life Housing Phase 1,House,For Sale,6,5,Lahore,"State Life Housing Society, Lahore, Punjab",20.0,State Life Housing Society,60000000,1 day
2619,House 41148807,Modern Style 1 Kanal Spanish Villa Designed By Gd In Phase 6,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,1 day
2620,House 41421263,Furnished By Wings Chairs 1 Kanal Spanish Villa For Sale In Phase 5,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,110000000,1 day
2621,House 39235273,3 Marla House New Lahore City Block B Phase-2,House,For Sale,3,3,Lahore,"New Lahore City, Lahore, Punjab",3 ,New Lahore City,8500000,1 day
2622,House 42178606,10 MARLA HOUSE FOR SALE,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,50000000,1 day
